,0
.,651
이,411
는,311
하,292
고,273
을,257
들,225
습니다,203
은,195
좋,194
었,190
게,185
의,184
가,175
도,173
에,167
네요,165
있,160
책,159
어요,132
듣,129
다,115
한,100
",",97
너무,87
!,84
지,84
내용,82
를,79
되,78
는데,77
님,76
읽,76
잘,74
것,73
어,71
으로,70
기,69
았,65
성우,64
..,64
합니다,61
했,60
같,58
나,57
입니다,55
주,55
정말,51
재밌,51
해,51
겠,50
수,50
보,50
아,49
목소리,47
만,46
아요,46
성,46
과,45
오디오북,45
않,45
~,44
로,42
우분,42
와,39
안,39
생각,38
지만,38
최고,38
말,38
감사,37
던,35
싶,35
적,35
재미있,35
에서,34
없,34
해서,33
작가,31
?,31
할,30
공감,27
거,26
2,26
사람,26
^^,26
더,26
까지,26
많,25
권,25
많이,24
어서,24
소설,24
윌라,24
에게,24
음,24
면,23
분,23
글,23
인,23
요,22
연기,22
못,22
참,21
듯,21
면서,21
낭독,21
넘,21
다가,20
이런,20
1,20
라고,19
진짜,19
좀,19
며,19
내,18
사,18
모르,18
저,18
주식,18
다른,17
으면,17
흥미,17
알,17
시,17
라,16
아이,16
잼,16
이야기,16
시간,16
마음,16
된,16
일,15
중,15
아니,15
부분,15
서,15
이해,15
보다,15
장,15
작품,15
ㅎㅎ,15
살,14
끝,14
니,14
처럼,14
때,14
다는,14
처음,14
번,13
자기,13
',13
귀,13
기억,13
얘기,13
아서,13
감동,13
집중,13
전,12
세요,12
해야,12
그,12
받,12
해요,12
몰입,12
기대,12
쉽,12
쏙쏙,12
다시,12
였,12
인데,11
모든,11
제,11
투자,11
편,11
라는,11
이나,11
계속,11
속,11
지식,11
~~,11
줄,11
방법,11
대,10
흥미진진,10
-,10
준,10
남,10
느낌,10
죠,10
마지막,10
도록,10
그리고,10
부자,10
부터,10
걸,10
는지,10
들어오,10
발음,10
지금,10
아들,10
역시,10
두,10
쓰,10
네,10
사랑,9
추천,9
느끼,9
소리,9
시작,9
한다,9
함께,9
ㅠㅠ,9
싫,9
함,9
나오,9
3,9
눈물,9
꼭,9
유익,9
사례,9
여자,9
나요,9
없이,9
롭,9
건,9
왜,8
내내,8
아주,8
ㅋㅋ,8
불편,8
그래도,8
정도,8
하나,8
됐,8
이상,8
편하,8
ㅜㅜ,8
감정,8
신,8
앞,8
셔서,8
기분,8
언어,8
못하,8
첫,8
볼,8
뿐,8
금융,8
맞,8
역사,8
오,8
대한,8
굿,7
재미,7
갑니다,7
다고,7
중요,7
진심,7
이건,7
도움,7
문제,7
5,7
아야,7
큰,7
별로,7
필요,7
결말,7
남기,7
이제,7
공부,7
만나,7
힘들,7
차,7
될,7
아빠,7
몇,7
또,7
저자,7
인생,7
긴,7
어야,7
주인공,7
김진명,7
~^^,7
ㅎ,6
돈,6
피곤,6
가볍,6
맞춤법,6
ㅋ,6
그냥,6
세상,6
경험,6
드라마,6
은데,6
셨,6
ㅋㅋㅋ,6
엔,6
번역,6
조금,6
문맹,6
힘,6
자꾸,6
실감,6
삶,6
부,6
강추,6
날,6
ㅎㅎㅎ,6
아쉽,6
4,6
자,6
얻,6
쪽,6
영화,6
등,6
데,6
가슴,6
통해,6
오래,6
아내,6
드리,5
설명,5
그렇,5
려고,5
갈수록,5
편향,5
눈,5
본인,5
문장,5
사실,5
고민,5
놓,5
지루,5
남자,5
입감,5
어떻게,5
/,5
대해,5
에요,5
전체,5
봤,5
...,5
년,5
괜찮,5
특히,5
들으니,5
됩니다,5
다양,5
느꼈,5
이후,5
원,5
베르베르,5
만드,5
인가,5
어색,5
나중,5
군요,5
궁금,5
말씀,5
몰,5
찾,5
편안,5
팬,5
누구,5
(,5
Good,5
꼴,5
봅니다,5
모두,5
무조건,5
전달,5
무슨,5
도저히,5
완전,5
첨,5
직지,5
십,5
으나,5
트,4
께,4
나오키,4
베르나르,4
드립니다,4
치,4
새로운,4
그게,4
어렵,4
강의,4
근데,4
산,4
자체,4
사회,4
향,4
들어가,4
이걸,4
길,4
아직,4
돼,4
위해,4
이용,4
살아가,4
),4
우리,4
빠져서,4
언제,4
그러,4
돌아보,4
대로,4
야,4
올려,4
여유,4
"""",4
에겐,4
새,4
나이,4
미래,4
자신,4
;;,4
만족,4
만큼,4
부탁,4
펀드,4
표현,4
비슷,4
<,4
바로,4
리뷰,4
땐,4
인가요,4
한자,4
갑자기,4
돼요,4
무료,4
깨닫,4
완독,4
또한,4
스스로,4
병원,4
아버지,4
아닌,4
몰랐,4
잔인,4
ㅠ,4
:,4
취향,4
주제,4
이렇게,4
앞부분,4
담긴,4
구요,4
사건,4
초반,4
대박,4
너무나,4
덕분,4
곳,4
위,4
!!,4
맘,4
무엇,4
더욱,4
라도,4
오류,4
구매,4
갈등,4
약속,4
경제,4
씩,4
감,4
글쓰기,4
상황,4
론,4
짱,4
지난,4
작,4
녹음,4
뭐,4
별,4
탈퇴,4
매우,4
습관,4
예요,4
빼,4
만들,4
운전,4
청소년,4
써,4
정확,4
선생,3
매력,3
체험,3
마,3
~~^^,3
닿,3
지혜,3
잡,3
운,3
AI,3
엄청,3
열심히,3
가입,3
반복,3
20,3
빠지,3
선택,3
썼,3
?,3
뒤돌아보,3
요성,3
회사,3
일본,3
차라리,3
6,3
인지,3
이유,3
들으러,3
이거,3
빠져,3
들으며,3
제시,3
추가,3
꿀,3
진화,3
밖,3
현실,3
독서,3
곧,3
달,3
굉장,3
죄송,3
준비,3
여직,3
여,3
건지,3
상상력,3
그래서,3
시각,3
점점,3
제목,3
재,3
장면,3
심리,3
행복,3
♡,3
자랑,3
뒤,3
향한,3
오디오,3
나쁘,3
보여,3
부모,3
평가,3
명,3
선,3
의사,3
!!!,3
까,3
라면,3
따,3
중간,3
다시금,3
전환,3
한데,3
좌편,3
베스트셀러,3
보이,3
쓴,3
차선,3
추월,3
속도,3
남편,3
임,3
~~~,3
고맙,3
>,3
탄탄,3
라디오,3
그것,3
라니,3
드,3
나름,3
열연,3
포기,3
이번,3
화,3
유명,3
단편,3
마세요,3
며칠,3
한편,3
씨,3
로웠,3
성공,3
늘,3
된다,3
명작,3
정치색,3
해설,3
존리,3
시점,3
못했,3
얼마나,3
구분,3
혼자,3
설,3
흡입력,3
구성,3
평,3
현,3
파트,3
....,3
비교,3
어느,3
~!!,3
필력,3
삼,3
인격,3
90,3
여성,3
운동,3
긴장감,3
소재,3
어디,3
교수,3
댓글,3
스토리,3
때문,3
가족,3
난,3
구나,3
스러운,3
답,3
못한,3
들으면서,3
전개,3
이어폰,3
혹시,3
됨,3
오늘,3
연기력,3
헐,3
어떤,3
전혀,3
생,3
욱,3
주장,3
노,3
티,3
앗,3
대단,3
용,3
실질,2
아프,2
그랬,2
벌써,2
원인,2
그림,2
월라,2
차분,2
통찰력,2
푹,2
됬,2
퍼센트,2
부족,2
으니,2
순간,2
민족,2
자동,2
틀린,2
걸으면서,2
머릿속,2
나레이션,2
먹,2
버전,2
창출,2
별점,2
아이돌,2
단락,2
산책,2
당장,2
한국인,2
군대,2
찬양,2
독자,2
피,2
나무,2
랑,2
대부분,2
추리,2
어차피,2
흐름,2
역사책,2
겠어요,2
fe,2
아이디어,2
주말,2
쓰레기,2
기운,2
미묘,2
반드시,2
소름,2
딱,2
누가,2
집안일,2
대사,2
평소,2
병행,2
자전거,2
밝,2
잠,2
논리,2
다면서,2
올라왔,2
들어도,2
나머지,2
연신,2
입,2
한가,2
어린,2
볼까,2
타임,2
잔잔,2
숨,2
가끔,2
남도형,2
시대,2
명불허전,2
의도,2
벌,2
늙,2
팩,2
합,2
원작,2
알아듣,2
유치,2
기업,2
왠만,2
뭔가,2
남녀,2
정신,2
흘리,2
반전,2
서로,2
크,2
장난,2
깊,2
페이지,2
반갑,2
높,2
클,2
음성,2
단,2
얕,2
단어,2
소중,2
안타깝,2
무주택자,2
훨씬,2
넘어가,2
멋지,2
박사,2
좌,2
변명,2
거꾸로,2
바탕,2
캐릭터,2
저희,2
생각나,2
알려,2
쏙,2
만났,2
아껴,2
옆,2
확인,2
할지,2
자세히,2
톤,2
인상,2
~.,2
아픔,2
이름,2
밤,2
설레,2
거나,2
없애,2
시절,2
현재,2
모습,2
쉴,2
신세계,2
ㅡㅡ,2
묘사,2
조언,2
위해서,2
박,2
시원,2
탁월,2
경우,2
으신,2
관심,2
참신,2
으론,2
개발,2
미안,2
상당히,2
슬픈,2
본,2
직접,2
실제,2
고통,2
~!,2
했으나,2
사용,2
잇,2
한다고,2
젊,2
검색,2
때로,2
질,2
냐,2
무신경,2
스럽,2
후,2
무언가,2
렵니다,2
밋,2
아쉬워,2
간,2
픈,2
콘텐츠,2
거슬렸,2
중도,2
들어옵니다,2
편한,2
인문학,2
신경,2
아쉬울,2
옛날,2
코로나,2
잘못,2
사라지,2
여기,2
으면서,2
돼서,2
확실,2
해결,2
한계,2
ㅈ,2
요즘,2
창업,2
이야,2
지키,2
독,2
예측,2
제작자,2
골라,2
신선,2
그런,2
씁쓸,2
가치,2
잊,2
섬세,2
오랫동안,2
친구,2
심,2
정부,2
납득,2
여운,2
울,2
노년,2
개미,2
거의,2
바뀌,2
나열,2
김상백,2
40,2
꼬박,2
대해서,2
가장,2
하버드,2
클래스,2
과학,2
10,2
중단,2
갖,2
파,2
스타일,2
띠,2
기간,2
욤,2
걸린,2
등장,2
종이,2
는군요,2
하지만,2
북,2
노력,2
철학,2
그걸,2
끊,2
참고,2
어른,2
아파서,2
바,2
봐요,2
아닙니다,2
견해,2
려,2
어도,2
죽,2
전편,2
바꿔,2
문학상,2
프로,2
가능,2
상상,2
배우,2
비우,2
들어왔,2
특징,2
발견,2
영어,2
간절,2
쌤,2
리더,2
라이프,2
우성우,2
아리,2
슬프,2
오히려,2
납니다,2
탓,2
째,2
록키,2
으시,2
항상,2
누군가,2
한테,2
느라,2
난다,2
거슬립니다,2
뭔지,2
찐,2
깨,2
마당,2
타,2
마르타,2
희망,2
서적,2
경제학,2
쉬워요,2
집,2
복종,2
사교육비,2
샀,2
배,2
울리,2
틀리,2
다소,2
이틀,2
부부,2
대체,2
봐야,2
실즈,2
각,2
다니,2
믿,2
려구요,2
아쉬워서,2
쯤,2
분야,2
성격,2
혁명,2
다음,2
행동,2
대화,2
듯이,2
메이트,2
어려운,2
여러,2
근거,2
올리,2
재미나,2
구,2
소장,2
관계,2
노트,2
바꾸,2
예상,2
빠져들,2
안겨,2
다만,2
가지,2
바라보,2
케이,2
란,2
비해,2
자연,2
자세,2
짜증,2
브,2
줘서,2
골,2
개인,2
이미,2
김연,2
로운,2
깁니다,2
로서,2
상사,2
개선,2
식,2
영원,2
한국,2
아용,2
즐거웠,2
키우,2
가질,2
진정,2
드려요,2
킬링,2
와우,2
설이,2
기쁩니다,2
구체,2
이용자,2
그때,2
그대로,2
느껴,2
지요,2
답답,2
과연,2
힘든,2
댓,1
수업,1
낙,1
기술,1
원래,1
마련,1
빨리,1
로버트,1
속속,1
게임,1
거머쥐,1
광고,1
아야지,1
치장,1
속눈썹,1
식물,1
읽힙니다,1
화려,1
는데요,1
마찬가지,1
주문,1
장만,1
소년,1
랩,1
복잡,1
.?▽?,1
횡설수설,1
재원,1
애,1
심정,1
부르,1
일단,1
편파,1
개연,1
다이렉트,1
랄까요,1
릴,1
오빠,1
공,1
넘어갑니다,1
받아들일까,1
절하,1
끝난,1
야심,1
의견,1
눈물범벅,1
는다,1
가려,1
났,1
제대로,1
유일,1
불분명,1
먼가,1
이승준,1
혼,1
스러워,1
42,1
들으려고,1
새겨들,1
은근,1
입문서,1
친하,1
해져,1
가집시다,1
흰,1
후회,1
평론가,1
계기,1
작사,1
medium,1
생각난다,1
한번,1
예,1
감상,1
의존,1
밀려왔,1
안목,1
연우,1
삼성전자,1
깔끔,1
보여준,1
라지만,1
뵀,1
새웠,1
출판,1
앞뒤,1
learning,1
피트,1
ㅠㅠㅠㅠㅠㅠㅠ,1
느낍니다,1
대표,1
슬퍼서,1
결정,1
장시간,1
끊어짐,1
녹,1
는답니다,1
체,1
틈틈히,1
치료,1
자막,1
경이,1
업데이트,1
남잔가,1
기요사키,1
비웃,1
무력,1
터무니,1
엠제이,1
줍니다,1
맺,1
고요,1
내공,1
은데요,1
던가,1
오랜,1
클로이,1
차례,1
가계,1
수영,1
그분,1
셔야,1
건강,1
용돈,1
어깨,1
자면,1
진행,1
예정,1
최근,1
써요,1
원금,1
의심,1
능력,1
계약,1
유투,1
산맥,1
무서웠,1
부담,1
영문학,1
내려왔,1
올립니다,1
들으실,1
참맛,1
예기,1
아론,1
둔,1
메리,1
고작,1
우편,1
꺼내,1
존경,1
싸이코,1
따스,1
적당히,1
프롤로그,1
긍지,1
으로서,1
그동안,1
이어,1
형사,1
등장인물,1
묵묵,1
지인,1
초작,1
정주영,1
입원,1
니호,1
쥐스킨트,1
존립,1
한정,1
떨어집니다,1
개짱,1
겁나,1
이젠,1
펼쳐진다,1
노고,1
가격,1
초기,1
접,1
수시로,1
ㅊ,1
백,1
시리즈,1
의미,1
분위기,1
서재,1
듣는,1
밖에,1
올드,1
그럼에도,1
녹음도,1
나와,1
kozyrkov,1
소아,1
저러저러,1
코스,1
다거나,1
청주,1
연세,1
로워서,1
땠,1
남겨,1
따위,1
밤새,1
만약,1
글쓴이,1
우와,1
몹시,1
11,1
로맨스,1
빠집니다,1
새워,1
가르쳐,1
이전,1
리더십,1
느낄,1
소녀,1
헬스클럽,1
깜놀,1
통째,1
자리,1
에피소드,1
clothes,1
맴도,1
방해,1
교양,1
나온지,1
스토리텔링,1
인정,1
위험,1
쉥스우안,1
럭,1
분수지,1
문자,1
건데,1
불,1
밑,1
나온다,1
미치,1
퇴직,1
병실,1
읍,1
막힐,1
순삭,1
게으름뱅이,1
열등,1
특별,1
주름,1
살아온,1
한참,1
못한다,1
쉬,1
못한다는,1
전역,1
힘겨워서,1
그러그러,1
일정,1
현장,1
절대,1
훗날,1
나옴,1
머스크,1
못할,1
작성,1
자존,1
the,1
스릴러,1
지으며,1
봐야겠다,1
So,1
가난,1
루지,1
껐,1
달리,1
특공대,1
넘치,1
그런데,1
얼른,1
그나마,1
저격,1
대비,1
넓히,1
비장,1
???,1
걸러야,1
일까요,1
멘,1
같이,1
발명,1
찬다,1
창시자,1
닮,1
언니,1
언제나,1
감기,1
저런,1
붙였,1
웃겼,1
패스,1
제법,1
합쳐서,1
그렇게,1
거기,1
가만히,1
얼릉,1
소식,1
만남,1
쌓이,1
순환,1
서비스,1
쉬워졌,1
그립,1
합디다,1
맘먹,1
무례,1
조이,1
^~^,1
괜히,1
오락,1
좋아함,1
흡인력,1
하얗,1
여전히,1
밀려오,1
해봐야,1
손등,1
오디,1
억울,1
프리미엄,1
느껴져서,1
할아버지,1
빠진,1
생기,1
다가온다,1
메이플,1
얼,1
쉼,1
적십자,1
아줌마,1
심하,1
남주,1
주위,1
신가요,1
도전기,1
통쾌,1
까칠,1
틈,1
판단,1
상태,1
연민,1
맹맹,1
취미,1
애매모호,1
여잔가,1
집니다,1
기다릴,1
해제,1
up,1
들으면,1
따라,1
무장,1
후반,1
동시,1
응원,1
아닌데요,1
다다다다,1
출간,1
하이라이트,1
새로울,1
구걸,1
마케팅,1
밑거름,1
화면,1
우단,1
애니메이션,1
구구절절,1
안타까운,1
중독,1
good,1
덕,1
확실히,1
sf,1
겸손,1
썰,1
일부,1
오묵,1
마구,1
인정받,1
완성도,1
마무리,1
클라,1
겠다고,1
본능,1
뭔,1
손발,1
던데,1
쉬워,1
무궁화,1
피로,1
편집,1
TTS,1
팁,1
똑같,1
인물,1
든,1
평생,1
좋아하,1
해박,1
기다리,1
보장,1
강도,1
실,1
혜경궁,1
메세지,1
아닌지,1
스,1
대한민국,1
지루함,1
강습,1
요인,1
제자리,1
고딩,1
봄,1
한몫,1
무튼,1
담,1
직업,1
아닌가,1
주어진,1
오래도록,1
연령,1
떨리,1
휘둘리,1
착착,1
증말,1
여서,1
쳅터,1
어땠,1
강주룡,1
분히,1
알맹이,1
발전,1
협의,1
당신,1
떠나,1
근처,1
안내,1
긴장,1
간다고,1
애정,1
되돌아봐야,1
모아,1
이루,1
마코,1
@,1
으셨는지,1
리아,1
이국종,1
forever,1
토할,1
틀림없,1
어렴풋이,1
쏟,1
산업,1
갱신,1
경청,1
기기,1
으신가,1
bye,1
뽐내,1
코,1
느껴질,1
물,1
즐겁,1
바쁘,1
주행,1
간파,1
돌려주,1
확,1
늦,1
원주민,1
제일,1
스러웠,1
귀한,1
판별,1
미처,1
여러분,1
소리낼,1
불태워,1
미싱,1
잣대,1
팍,1
간다,1
교활,1
꾸밀,1
123,1
했으면,1
그래요,1
여주,1
줬,1
com,1
이메일,1
가져,1
층,1
약간,1
반신반의,1
입맛,1
글고,1
박보검,1
쌓,1
서사시,1
어쨌든,1
스러움,1
어린아이,1
미드,1
실망,1
지능,1
뻔,1
원자,1
정책,1
모기,1
들어라,1
아닌가요,1
통계,1
천,1
진진,1
ㅠㅠㅠ나무의,1
바래,1
증강,1
일가,1
'-,1
.?,1
마치,1
조절,1
자료,1
?어,1
꺼,1
완벽,1
영진,1
힐링,1
줘야,1
118,1
야구,1
무제한,1
요부,1
추상,1
금속,1
밀리,1
트럼프,1
is,1
절로,1
었었,1
구독,1
판타지,1
사교육,1
잃,1
뜬,1
서사,1
일반,1
울먹이,1
걸로,1
어휘,1
반성,1
낫,1
조우성,1
오픈,1
을까,1
기승전결,1
강조,1
과거,1
아닙니까,1
한지,1
억,1
각각,1
ㅠㅠ많은,1
무거운,1
으악,1
한글,1
자격지심,1
개,1
글쎄요,1
멍청이,1
어쩌,1
어때서,1
졸린,1
터,1
인문,1
09,1
도량,1
시리,1
산다는,1
최신작,1
어떠신가요,1
정독,1
목차,1
둥,1
시킨,1
남발,1
멎,1
ㅠ재밌는데,1
정액,1
미리,1
하루하루,1
대리자,1
웃,1
앉,1
ㅠㅠㅠㅠㅠ참,1
무서울,1
인터뷰,1
영,1
&,1
기억나,1
점,1
그저,1
딕션,1
너무너무,1
가물가물,1
ATM,1
문구,1
컨설턴트,1
환경,1
욕한,1
균형,1
하긴,1
콩깍지,1
박히,1
김연우,1
혼마,1
때리,1
원리,1
보임,1
자본주의,1
2020,1
하나님,1
감히,1
거인,1
투병,1
정리,1
경제관,1
여느,1
개그,1
부끄럽,1
조정례,1
알찬,1
보일,1
약점,1
이러이러,1
홍,1
분과,1
분명,1
초딩,1
존재,1
예전,1
~~~~~!!!,1
가정,1
명쾌,1
먹잇감,1
흐르,1
해석,1
클루지,1
필수,1
어리석,1
ε,1
계,1
오타,1
그러나,1
내려가,1
하루,1
올릴,1
직책,1
공직자,1
대변,1
패인,1
곤,1
으셔야,1
는질,1
날렸,1
각인,1
꺼버렸,1
병동,1
겁니다,1
니당,1
포괄,1
감사히,1
해도,1
후기,1
ㅡ,1
거른다,1
욕하,1
기다렸,1
꽃,1
고스란히,1
계절,1
날개,1
일관,1
기발,1
그만,1
인류,1
니나,1
어감,1
쭉,1
설득,1
시민,1
통장,1
특집,1
주세요,1
정보,1
잡치,1
중후,1
성직자,1
좌파,1
닫,1
아팠,1
세계,1
집착,1
거슬리,1
옹,1
믿기,1
겟,1
???),1
외,1
접할,1
우주여행,1
그만둠,1
위암,1
어려웠,1
설렜,1
ㅁ,1
멤버십,1
애국,1
생각났,1
영문,1
20200903,1
저미,1
풀,1
보내,1
자는,1
하찮,1
대작,1
꼰대,1
특성,1
진,1
시기,1
만날게요,1
여행,1
깨문,1
물고기,1
외국,1
완결,1
관점,1
을까요,1
흠,1
관련,1
짱짱,1
어릴,1
감가,1
로워요,1
농부,1
절제,1
래스,1
깊이,1
착각,1
무거워,1
껄,1
월,1
반,1
짙,1
장사,1
꽤,1
진명,1
emperor,1
짝짝짝,1
충족,1
확연히,1
왠지,1
https,1
엿보이,1
완주,1
도통,1
한층,1
가정폭력,1
일품,1
조남주,1
역량,1
카,1
우파,1
발암,1
ing,1
가리,1
시장,1
이미지,1
담백,1
객관,1
조성,1
갇,1
미군,1
~~~><,1
여실,1
저렴,1
과정,1
맛,1
짠,1
헌신,1
지침,1
~~~~~~,1
잖아요,1
기반,1
소린지,1
우의,1
아드,1
대통령,1
정상,1
아침,1
기계음,1
자부심,1
대물림,1
신비,1
변화,1
계급,1
거지,1
우아,1
실재,1
버리,1
명성,1
쳅터랑,1
폭락,1
표,1
임문,1
까요,1
걸어가,1
위안,1
교훈,1
희열,1
나왔,1
번호,1
ㅡ너무,1
무릎,1
삼성병원,1
속삭이,1
?,1
어미,1
어찌,1
심리학,1
이기,1
장기,1
ㅏ는,1
벗어나,1
남성,1
메모장,1
솔직히,1
애쓰,1
문의,1
소제목,1
이명,1
허영심,1
온조,1
연봉,1
선배,1
긴다는,1
독득,1
당,1
기다려,1
제시카,1
무너졌,1
시다,1
몰라,1
개월,1
띄,1
지웠,1
시행,1
나을,1
machine,1
출퇴근길,1
제작,1
환자,1
그네,1
만난,1
아쉬웠,1
의해,1
려고요,1
갠,1
넣,1
더군요,1
나원,1
50,1
들립니다,1
충격,1
뛰어납니다,1
딱딱,1
해빙,1
~!!!!,1
질문,1
무겁,1
고발,1
반증,1
거슬려,1
감추,1
감수,1
더욱이,1
봐도,1
배웠,1
흘렀,1
억양,1
작문,1
도무지,1
허무론,1
어울리,1
독백,1
말랑말랑,1
최희서,1
져요,1
로써,1
음담패설,1
송숙희,1
wearing,1
계획,1
지평,1
혼란,1
끼,1
본다,1
을지,1
부채,1
마디,1
타입,1
극한,1
52,1
워밍업,1
하란,1
하나하나,1
손,1
몫,1
막스,1
무척,1
심히,1
신파,1
왜곡,1
한다는,1
박진감,1
심지어,1
들어야,1
애썼,1
모른다고,1
생생,1
동행,1
티비,1
몸,1
몰려,1
쓰인,1
거북,1
문학,1
마다,1
부자연,1
때려서,1
맥없이,1
대하,1
★★★★★,1
진정한,1
점검,1
마냥,1
힘드,1
피해,1
붙혀,1
아마존,1
클릭,1
그닥,1
서운,1
찬찬히,1
간신히,1
배기,1
브금,1
들려오,1
터져,1
끔,1
문화,1
그래두,1
위하,1
마음껏,1
..;;,1
느려서,1
나타났,1
그만뒀,1
향연,1
장소,1
트라우마,1
영감,1
엄마,1
곧장,1
신문,1
바꿀,1
기준,1
글러,1
만능,1
쟤,1
메,1
할까,1
경영,1
올라와,1
회복기,1
잠겨,1
류,1
재미없,1
아미,1
자동차,1
단순히,1
928,1
흔한,1
어쩌다,1
에디터,1
연관,1
예술가,1
하차,1
비전,1
부동산,1
전자,1
구애,1
찰떡,1
들어갔,1
개념,1
라뇨,1
감명깊,1
어조,1
낮,1
조화,1
돋,1
^^~~~,1
암울,1
어려움,1
돋보이,1
뻔한,1
딸,1
고액,1
산만,1
가득,1
공녀,1
기도,1
노무,1
물론,1
엇,1
맞춰서,1
주로,1
그럭저럭,1
넓,1
유산,1
장하준,1
중고차,1
검토,1
아름다운,1
다가올,1
만화,1
끝나,1
일으키,1
탄,1
승리,1
패,1
길잡이,1
축구,1
기편,1
유료,1
살아요,1
눌,1
들려주,1
내주,1
거리,1
ㅠ잘,1
판,1
고고,1
그거,1
뭘,1
똥,1
전문,1
사도,1
별도,1
했을지도,1
싸,1
구만,1
기르,1
갈,1
차분히,1
뿜,1
목표,1
리스,1
싹,1
아린,1
진화론,1
정치,1
헛웃음,1
욬ㅋㅋ,1
늄,1
더라구요,1
어쪄,1
아무리,1
출퇴근,1
발행일,1
공동체,1
저속,1
아예,1
그릴,1
울림,1
바이러스,1
아랫,1
속상하,1
Bgm,1
연출,1
약해,1
바람,1
전공,1
모욕,1
캡,1
인성,1
담겼,1
디테일,1
안락,1
낭독자,1
이어져서,1
기자,1
장기간,1
을가,1
대해야,1
그놈,1
청취,1
ㅠㅠ화자,1
기에,1
멋있,1
¸,1
잠들,1
보살필,1
살짝,1
만날,1
훌륭,1
졌으면,1
..!,1
강렬,1
가까워진,1
윈도,1
정회원,1
요점,1
ㅜㅜ먼가,1
야기,1
으신지,1
택,1
갈피,1
미신,1
버림,1
안녕,1
난해,1
악,1
아따,1
퀄,1
차안,1
다이어트,1
마그네슘,1
거시기,1
뿌듯,1
고마워요,1
훨,1
